ADE,NC,"NON CLASSE"
ADE,NR,"NON RENSEIGNE"
ADE,P4,"4 CLES OPTION"
ADE,P5,"5 CLES OPTION"
ADE,P6,"6 CLES OPTION"
ADE,P7,"7 CLES OPTION"
ADE,S4,"4 CLES SERIE"
ADE,S5,"5 CLES SERIE"
ADE,S6,"6 CLES SERIE"
ADE,S7,"7 CLES SERIE"
