VEC,CI22002,000001,CI,22,BASE,BER,ES,04,VP,05,N,RBRD,,1979-01-01,1982-12-31,0652,125,026,036,0000,051,0000,TR,M,4,I,DT,N,0000,0000,0000,0000,0000,0000,0710,1035,0000,?,?,?,?,N,?,?,?,004421,00029000,1982-06-01,?,003201,00021000,1979-01-01,?,000000,000000,000000,1900-01-01,000000,000000,000000,1900-01-01,NR,1900-01-01,NR,1900-01-01,07,A,0193,0,000000,000000,24,A,F
VEC,PE15048,000002,PE,15,GL,BRK,ES,11,VP,05,N,551D11,,1982-01-01,1983-12-31,1971,152,060,082,0000,155,0000,PR,M,4,R,DT,O,0000,0000,0000,0000,0000,0000,1270,1975,0000,?,?,?,?,?,?,?,?,010214,00067000,1983-02-01,?,008994,00059000,1982-01-01,?,000000,000000,000000,1900-01-01,000000,000000,000000,1900-01-01,NR,1900-01-01,NR,1900-01-01,12,B,1512,0,000000,000000,29,H,K
VEC,PE06027,000003,PE,06,ZS,CPE,ES,07,VP,05,N,104C37,,1982-01-01,1982-12-31,1360,156,053,072,0000,105,0000,TR,M,5,I,DT,O,0000,0000,0000,0000,0000,0000,0800,1120,0000,?,?,?,?,?,?,?,?,006708,00044000,1982-10-01,?,005946,00039000,1982-01-01,?,000000,000000,000000,1900-01-01,000000,000000,000000,1900-01-01,NR,1900-01-01,NR,1900-01-01,10,B,0591,0,000000,000000,27,E,J
