CRE,A,A
CRE,B,B
CRE,C,C
CRE,D,D
CRE,E,E
CRE,F,F
CRE,G,G
CRE,H,H
CRE,HC,"HORS CLASSE"
CRE,I,I
CRE,J,J
CRE,K,K
CRE,L,L
CRE,M,M
CRE,N,N
CRE,O,O
CRE,P,P
CRE,Q,Q
CRE,R,R
CRE,S,S
CRE,T,T
CRE,U,U
CRE,V,V
CRE,W,W
CRE,X,X
CRE,Y,Y
CRE,Z,Z
CRE,ZA,"ZA 8728"
CRE,ZB,"ZB 9324"
CRE,ZC,"ZC 9968"
CRE,ZD,"ZD 10670"
CRE,ZE,"ZE 9999999"
