CPX,A,A
CPX,B,B
CPX,C,C
CPX,D,D
CPX,E,E
CPX,F,F
CPX,G,G
CPX,H,H
CPX,HC,"HORS CLASSE"
CPX,I,I
CPX,J,J
CPX,K,K
CPX,L,L
CPX,M,M
CPX,N,N
CPX,O,O
CPX,P,P
CPX,Q,Q
CPX,R,R
CPX,S,S
CPX,T,T
CPX,U,U
CPX,V,V
CPX,W,W
CPX,X,X
CPX,Y,Y
CPX,Z,Z
CPX,ZA,"ZA 9999999"
